# origin specialist-lexicon
transcytose:vbp|transcytosed:vbd|transcytose:vb|transcytosing:vbg|transcytosed:vbn|transcytoses:vbz
elude:vbp|eluded:vbd|elude:vb|eluding:vbg|eluded:vbn|eludes:vbz
recopy:vbp|recopied:vbd|recopy:vb|recopying:vbg|recopied:vbn|recopies:vbz
retrograde:vbp|retrograded:vbd|retrograde:vb|retrograding:vbg|retrograded:vbn|retrogrades:vbz
jackknife:vbp|jackknifed:vbd|jackknife:vb|jackknifing:vbg|jackknifed:vbn|jackknifes:vbz
re-chromatograph:vbp|re-chromatographed:vbd|re-chromatograph:vb|re-chromatographing:vbg|re-chromatographed:vbn|re-chromatographs:vbz
deindividuate:vbp|deindividuated:vbd|deindividuate:vb|deindividuating:vbg|deindividuated:vbn|deindividuates:vbz
terminize:vbp|terminized:vbd|terminize:vb|terminizing:vbg|terminized:vbn|terminizes:vbz
freckle:vbp|freckled:vbd|freckle:vb|freckling:vbg|freckled:vbn|freckles:vbz
vivisect:vbp|vivisected:vbd|vivisect:vb|vivisecting:vbg|vivisected:vbn|vivisects:vbz
semi-synthesize:vbp|semi-synthesized:vbd|semi-synthesize:vb|semi-synthesizing:vbg|semi-synthesized:vbn|semi-synthesizes:vbz
fuzz:vbp|fuzzed:vbd|fuzz:vb|fuzzing:vbg|fuzzed:vbn|fuzzes:vbz
unsell:vbp|unsold:vbd|unsell:vb|unselling:vbg|unsold:vbn|unsells:vbz
semi-synthesise:vbp|semi-synthesised:vbd|semi-synthesise:vb|semi-synthesising:vbg|semi-synthesised:vbn|semi-synthesises:vbz
gybe:vbp|gybed:vbd|gybe:vb|gybing:vbg|gybed:vbn|gybes:vbz
pseudorandomise:vbp|pseudorandomised:vbd|pseudorandomise:vb|pseudorandomising:vbg|pseudorandomised:vbn|pseudorandomises:vbz
self preserve:vbp|self preserved:vbd|self preserve:vb|self preserving:vbg|self preserved:vbn|self preserves:vbz
victual:vbp|victualed:vbd|victual:vb|victualing:vbg|victualed:vbn|victuals:vbz
paralyze:vbp|paralyzed:vbd|paralyze:vb|paralyzing:vbg|paralyzed:vbn|paralyzes:vbz
re-invert:vbp|re-inverted:vbd|re-invert:vb|re-inverting:vbg|re-inverted:vbn|re-inverts:vbz
down:vbp|downed:vbd|down:vb|downing:vbg|downed:vbn|downs:vbz
glamorise:vbp|glamorised:vbd|glamorise:vb|glamorising:vbg|glamorised:vbn|glamorises:vbz
colchicinize:vbp|colchicinized:vbd|colchicinize:vb|colchicinizing:vbg|colchicinized:vbn|colchicinizes:vbz
suberinize:vbp|suberinized:vbd|suberinize:vb|suberinizing:vbg|suberinized:vbn|suberinizes:vbz
freeze dry:vbp|freeze dried:vbd|freeze dry:vb|freeze drying:vbg|freeze dried:vbn|freeze dries:vbz
clue:vbp|clued:vbd|clue:vb|cluing:vbg|clued:vbn|clues:vbz
bracket:vbp|bracketed:vbd|bracket:vb|bracketing:vbg|bracketed:vbn|brackets:vbz
club:vbp|clubbed:vbd|club:vb|clubbing:vbg|clubbed:vbn|clubs:vbz
agonise:vbp|agonised:vbd|agonise:vb|agonising:vbg|agonised:vbn|agonises:vbz
radius:vbp|radiused:vbd|radius:vb|radiusing:vbg|radiused:vbn|radiuses:vbz
prerun:vbp|preran:vbd|prerun:vb|prerunning:vbg|prerun:vbn|preruns:vbz
signal:vbp|signaled:vbd|signal:vb|signaling:vbg|signaled:vbn|signals:vbz
teleoperate:vbp|teleoperated:vbd|teleoperate:vb|teleoperating:vbg|teleoperated:vbn|teleoperates:vbz
deendothelialise:vbp|deendothelialised:vbd|deendothelialise:vb|deendothelialising:vbg|deendothelialised:vbn|deendothelialises:vbz
cajole:vbp|cajoled:vbd|cajole:vb|cajoling:vbg|cajoled:vbn|cajoles:vbz
desulphate:vbp|desulphated:vbd|desulphate:vb|desulphating:vbg|desulphated:vbn|desulphates:vbz
sono-degrade:vbp|sono-degraded:vbd|sono-degrade:vb|sono-degrading:vbg|sono-degraded:vbn|sono-degrades:vbz
vernacularise:vbp|vernacularised:vbd|vernacularise:vb|vernacularising:vbg|vernacularised:vbn|vernacularises:vbz
intergrade:vbp|intergraded:vbd|intergrade:vb|intergrading:vbg|intergraded:vbn|intergrades:vbz
chuck:vbp|chucked:vbd|chuck:vb|chucking:vbg|chucked:vbn|chucks:vbz
unconfound:vbp|unconfounded:vbd|unconfound:vb|unconfounding:vbg|unconfounded:vbn|unconfounds:vbz
winkle:vbp|winkled:vbd|winkle:vb|winkling:vbg|winkled:vbn|winkles:vbz
recommence:vbp|recommenced:vbd|recommence:vb|recommencing:vbg|recommenced:vbn|recommences:vbz
mussitate:vbp|mussitated:vbd|mussitate:vb|mussitating:vbg|mussitated:vbn|mussitates:vbz
individualise:vbp|individualised:vbd|individualise:vb|individualising:vbg|individualised:vbn|individualises:vbz
title:vbp|titled:vbd|title:vb|titling:vbg|titled:vbn|titles:vbz
lather:vbp|lathered:vbd|lather:vb|lathering:vbg|lathered:vbn|lathers:vbz
mist:vbp|misted:vbd|mist:vb|misting:vbg|misted:vbn|mists:vbz
re-determine:vbp|re-determined:vbd|re-determine:vb|re-determining:vbg|re-determined:vbn|re-determines:vbz
miss:vbp|missed:vbd|miss:vb|missing:vbg|missed:vbn|misses:vbz
preen:vbp|preened:vbd|preen:vb|preening:vbg|preened:vbn|preens:vbz
bite:vbp|bit:vbd|bite:vb|biting:vbg|bitten:vbn|bites:vbz
doze:vbp|dozed:vbd|doze:vb|dozing:vbg|dozed:vbn|dozes:vbz
orthogonalise:vbp|orthogonalised:vbd|orthogonalise:vb|orthogonalising:vbg|orthogonalised:vbn|orthogonalises:vbz
photomodify:vbp|photomodified:vbd|photomodify:vb|photomodifying:vbg|photomodified:vbn|photomodifies:vbz
retry:vbp|retried:vbd|retry:vb|retrying:vbg|retried:vbn|retries:vbz
Canadianize:vbp|Canadianized:vbd|Canadianize:vb|Canadianizing:vbg|Canadianized:vbn|Canadianizes:vbz
undersell:vbp|undersold:vbd|undersell:vb|underselling:vbg|undersold:vbn|undersells:vbz
relink:vbp|relinked:vbd|relink:vb|relinking:vbg|relinked:vbn|relinks:vbz
reline:vbp|relined:vbd|reline:vb|relining:vbg|relined:vbn|relines:vbz
re-enforce:vbp|re-enforced:vbd|re-enforce:vb|re-enforcing:vbg|re-enforced:vbn|re-enforces:vbz
disvalue:vbp|disvalued:vbd|disvalue:vb|disvaluing:vbg|disvalued:vbn|disvalues:vbz
defrock:vbp|defrocked:vbd|defrock:vb|defrocking:vbg|defrocked:vbn|defrocks:vbz
necrotise:vbp|necrotised:vbd|necrotise:vb|necrotising:vbg|necrotised:vbn|necrotises:vbz
apprehend:vbp|apprehended:vbd|apprehend:vb|apprehending:vbg|apprehended:vbn|apprehends:vbz
rewind:vbp|rewound:vbd|rewind:vb|rewinding:vbg|rewound:vbn|rewinds:vbz
serotest:vbp|serotested:vbd|serotest:vb|serotesting:vbg|serotested:vbn|serotests:vbz
interpret:vbp|interpreted:vbd|interpret:vb|interpreting:vbg|interpreted:vbn|interprets:vbz
delist:vbp|delisted:vbd|delist:vb|delisting:vbg|delisted:vbn|delists:vbz
prehydrate:vbp|prehydrated:vbd|prehydrate:vb|prehydrating:vbg|prehydrated:vbn|prehydrates:vbz
mire:vbp|mired:vbd|mire:vb|miring:vbg|mired:vbn|mires:vbz
recoup:vbp|recouped:vbd|recoup:vb|recouping:vbg|recouped:vbn|recoups:vbz
behoove:vbp|behooved:vbd|behoove:vb|behooving:vbg|behooved:vbn|behooves:vbz
saber:vbp|sabered:vbd|saber:vb|sabering:vbg|sabered:vbn|sabers:vbz
underrepresent:vbp|underrepresented:vbd|underrepresent:vb|underrepresenting:vbg|underrepresented:vbn|underrepresents:vbz
microdrill:vbp|microdrilled:vbd|microdrill:vb|microdrilling:vbg|microdrilled:vbn|microdrills:vbz
allo-immunize:vbp|allo-immunized:vbd|allo-immunize:vb|allo-immunizing:vbg|allo-immunized:vbn|allo-immunizes:vbz
convert:vbp|converted:vbd|convert:vb|converting:vbg|converted:vbn|converts:vbz
relish:vbp|relished:vbd|relish:vb|relishing:vbg|relished:vbn|relishes:vbz
geranylgeranylate:vbp|geranylgeranylated:vbd|geranylgeranylate:vb|geranylgeranylating:vbg|geranylgeranylated:vbn|geranylgeranylates:vbz
pretrypsinise:vbp|pretrypsinised:vbd|pretrypsinise:vb|pretrypsinising:vbg|pretrypsinised:vbn|pretrypsinises:vbz
underreplicate:vbp|underreplicated:vbd|underreplicate:vb|underreplicating:vbg|underreplicated:vbn|underreplicates:vbz
peritonize:vbp|peritonized:vbd|peritonize:vb|peritonizing:vbg|peritonized:vbn|peritonizes:vbz
relist:vbp|relisted:vbd|relist:vb|relisting:vbg|relisted:vbn|relists:vbz
hydroplane:vbp|hydroplaned:vbd|hydroplane:vb|hydroplaning:vbg|hydroplaned:vbn|hydroplanes:vbz
atomize:vbp|atomized:vbd|atomize:vb|atomizing:vbg|atomized:vbn|atomizes:vbz
relaparoscopy:vbp|relaparoscopied:vbd|relaparoscopy:vb|relaparoscopying:vbg|relaparoscopied:vbn|relaparoscopies:vbz
subexcite:vbp|subexcited:vbd|subexcite:vb|subexciting:vbg|subexcited:vbn|subexcites:vbz
sense:vbp|sensed:vbd|sense:vb|sensing:vbg|sensed:vbn|senses:vbz
stereoinvert:vbp|stereoinverted:vbd|stereoinvert:vb|stereoinverting:vbg|stereoinverted:vbn|stereoinverts:vbz
field:vbp|fielded:vbd|field:vb|fielding:vbg|fielded:vbn|fields:vbz
synchronise:vbp|synchronised:vbd|synchronise:vb|synchronising:vbg|synchronised:vbn|synchronises:vbz
readopt:vbp|readopted:vbd|readopt:vb|readopting:vbg|readopted:vbn|readopts:vbz
tolerize:vbp|tolerized:vbd|tolerize:vb|tolerizing:vbg|tolerized:vbn|tolerizes:vbz
evaluate:vbp|evaluated:vbd|evaluate:vb|evaluating:vbg|evaluated:vbn|evaluates:vbz
ooze:vbp|oozed:vbd|ooze:vb|oozing:vbg|oozed:vbn|oozes:vbz
numerate:vbp|numerated:vbd|numerate:vb|numerating:vbg|numerated:vbn|numerates:vbz
amalgamate:vbp|amalgamated:vbd|amalgamate:vb|amalgamating:vbg|amalgamated:vbn|amalgamates:vbz
smolder:vbp|smoldered:vbd|smolder:vb|smoldering:vbg|smoldered:vbn|smolders:vbz
petrify:vbp|petrified:vbd|petrify:vb|petrifying:vbg|petrified:vbn|petrifies:vbz
tussle:vbp|tussled:vbd|tussle:vb|tussling:vbg|tussled:vbn|tussles:vbz
reemerge:vbp|reemerged:vbd|reemerge:vb|reemerging:vbg|reemerged:vbn|reemerges:vbz
unknot:vbp|unknotted:vbd|unknot:vb|unknotting:vbg|unknotted:vbn|unknots:vbz
tailor:vbp|tailored:vbd|tailor:vb|tailoring:vbg|tailored:vbn|tailors:vbz
acetylate:vbp|acetylated:vbd|acetylate:vb|acetylating:vbg|acetylated:vbn|acetylates:vbz
re-stimulate:vbp|re-stimulated:vbd|re-stimulate:vb|re-stimulating:vbg|re-stimulated:vbn|re-stimulates:vbz
mention:vbp|mentioned:vbd|mention:vb|mentioning:vbg|mentioned:vbn|mentions:vbz
xenograft:vbp|xenografted:vbd|xenograft:vb|xenografting:vbg|xenografted:vbn|xenografts:vbz
hyperdiagnose:vbp|hyperdiagnosed:vbd|hyperdiagnose:vb|hyperdiagnosing:vbg|hyperdiagnosed:vbn|hyperdiagnoses:vbz
herald:vbp|heralded:vbd|herald:vb|heralding:vbg|heralded:vbn|heralds:vbz
man:vbp|manned:vbd|man:vb|manning:vbg|manned:vbn|mans:vbz
amplificate:vbp|amplificated:vbd|amplificate:vb|amplificating:vbg|amplificated:vbn|amplificates:vbz
map:vbp|mapped:vbd|map:vb|mapping:vbg|mapped:vbn|maps:vbz
recombine:vbp|recombined:vbd|recombine:vb|recombining:vbg|recombined:vbn|recombines:vbz
de-hair:vbp|de-haired:vbd|de-hair:vb|de-hairing:vbg|de-haired:vbn|de-hairs:vbz
reconsult:vbp|reconsulted:vbd|reconsult:vb|reconsulting:vbg|reconsulted:vbn|reconsults:vbz
nano-confine:vbp|nano-confined:vbd|nano-confine:vb|nano-confining:vbg|nano-confined:vbn|nano-confines:vbz
mar:vbp|marred:vbd|mar:vb|marring:vbg|marred:vbn|mars:vbz
mat:vbp|matted:vbd|mat:vb|matting:vbg|matted:vbn|mats:vbz
spatchcock:vbp|spatchcocked:vbd|spatchcock:vb|spatchcocking:vbg|spatchcocked:vbn|spatchcocks:vbz
oxygenate:vbp|oxygenated:vbd|oxygenate:vb|oxygenating:vbg|oxygenated:vbn|oxygenates:vbz
max:vbp|maxed:vbd|max:vb|maxing:vbg|maxed:vbn|maxes:vbz
prerub:vbp|prerubbed:vbd|prerub:vb|prerubbing:vbg|prerubbed:vbn|prerubs:vbz
bless:vbp|blessed:vbd|bless:vb|blessing:vbg|blessed:vbn|blesses:vbz
overfatigue:vbp|overfatigued:vbd|overfatigue:vb|overfatiguing:vbg|overfatigued:vbn|overfatigues:vbz
delocalize:vbp|delocalized:vbd|delocalize:vb|delocalizing:vbg|delocalized:vbn|delocalizes:vbz
prostrate:vbp|prostrated:vbd|prostrate:vb|prostrating:vbg|prostrated:vbn|prostrates:vbz
pseudo-stabilize:vbp|pseudo-stabilized:vbd|pseudo-stabilize:vb|pseudo-stabilizing:vbg|pseudo-stabilized:vbn|pseudo-stabilizes:vbz
glamorize:vbp|glamorized:vbd|glamorize:vb|glamorizing:vbg|glamorized:vbn|glamorizes:vbz
rewire:vbp|rewired:vbd|rewire:vb|rewiring:vbg|rewired:vbn|rewires:vbz
back-transform:vbp|back-transformed:vbd|back-transform:vb|back-transforming:vbg|back-transformed:vbn|back-transforms:vbz
renationalise:vbp|renationalised:vbd|renationalise:vb|renationalising:vbg|renationalised:vbn|renationalises:vbz
titre:vbp|titred:vbd|titre:vb|titring:vbg|titred:vbn|titres:vbz
renormalise:vbp|renormalised:vbd|renormalise:vb|renormalising:vbg|renormalised:vbn|renormalises:vbz
predigest:vbp|predigested:vbd|predigest:vb|predigesting:vbg|predigested:vbn|predigests:vbz
convene:vbp|convened:vbd|convene:vb|convening:vbg|convened:vbn|convenes:vbz
dehaematise:vbp|dehaematised:vbd|dehaematise:vb|dehaematising:vbg|dehaematised:vbn|dehaematises:vbz
prewean:vbp|preweaned:vbd|prewean:vb|preweaning:vbg|preweaned:vbn|preweans:vbz
reimmerse:vbp|reimmersed:vbd|reimmerse:vb|reimmersing:vbg|reimmersed:vbn|reimmerses:vbz
citraconylate:vbp|citraconylated:vbd|citraconylate:vb|citraconylating:vbg|citraconylated:vbn|citraconylates:vbz
pseudostabilise:vbp|pseudostabilised:vbd|pseudostabilise:vb|pseudostabilising:vbg|pseudostabilised:vbn|pseudostabilises:vbz
ill-use:vbp|ill-used:vbd|ill-use:vb|ill-using:vbg|ill-used:vbn|ill-uses:vbz
supersaturate:vbp|supersaturated:vbd|supersaturate:vb|supersaturating:vbg|supersaturated:vbn|supersaturates:vbz
reidentify:vbp|reidentified:vbd|reidentify:vb|reidentifying:vbg|reidentified:vbn|reidentifies:vbz
over-penetrate:vbp|over-penetrated:vbd|over-penetrate:vb|over-penetrating:vbg|over-penetrated:vbn|over-penetrates:vbz
reforge:vbp|reforged:vbd|reforge:vb|reforging:vbg|reforged:vbn|reforges:vbz
co-enrich:vbp|co-enriched:vbd|co-enrich:vb|co-enriching:vbg|co-enriched:vbn|co-enriches:vbz
masticate:vbp|masticated:vbd|masticate:vb|masticating:vbg|masticated:vbn|masticates:vbz
pressure:vbp|pressured:vbd|pressure:vb|pressuring:vbg|pressured:vbn|pressures:vbz
relysogenise:vbp|relysogenised:vbd|relysogenise:vb|relysogenising:vbg|relysogenised:vbn|relysogenises:vbz
paralyse:vbp|paralysed:vbd|paralyse:vb|paralysing:vbg|paralysed:vbn|paralyses:vbz
self-reflect:vbp|self-reflected:vbd|self-reflect:vb|self-reflecting:vbg|self-reflected:vbn|self-reflects:vbz
attaint:vbp|attainted:vbd|attaint:vb|attainting:vbg|attainted:vbn|attaints:vbz
conveyorize:vbp|conveyorized:vbd|conveyorize:vb|conveyorizing:vbg|conveyorized:vbn|conveyorizes:vbz
phloridzinize:vbp|phloridzinized:vbd|phloridzinize:vb|phloridzinizing:vbg|phloridzinized:vbn|phloridzinizes:vbz
deendothelialize:vbp|deendothelialized:vbd|deendothelialize:vb|deendothelializing:vbg|deendothelialized:vbn|deendothelializes:vbz
wrangle:vbp|wrangled:vbd|wrangle:vb|wrangling:vbg|wrangled:vbn|wrangles:vbz
mystify:vbp|mystified:vbd|mystify:vb|mystifying:vbg|mystified:vbn|mystifies:vbz
self-move:vbp|self-moved:vbd|self-move:vb|self-moving:vbg|self-moved:vbn|self-moves:vbz
blend:vbp|blended:vbd|blend:vb|blending:vbg|blended:vbn|blends:vbz
sphacelate:vbp|sphacelated:vbd|sphacelate:vb|sphacelating:vbg|sphacelated:vbn|sphacelates:vbz
deubiquitinate:vbp|deubiquitinated:vbd|deubiquitinate:vb|deubiquitinating:vbg|deubiquitinated:vbn|deubiquitinates:vbz
overact:vbp|overacted:vbd|overact:vb|overacting:vbg|overacted:vbn|overacts:vbz
relive:vbp|relived:vbd|relive:vb|reliving:vbg|relived:vbn|relives:vbz
intercompare:vbp|intercompared:vbd|intercompare:vb|intercomparing:vbg|intercompared:vbn|intercompares:vbz
collude:vbp|colluded:vbd|collude:vb|colluding:vbg|colluded:vbn|colludes:vbz
subluxate:vbp|subluxated:vbd|subluxate:vb|subluxating:vbg|subluxated:vbn|subluxates:vbz
mew:vbp|mewed:vbd|mew:vb|mewing:vbg|mewed:vbn|mews:vbz
reexperience:vbp|reexperienced:vbd|reexperience:vb|reexperiencing:vbg|reexperienced:vbn|reexperiences:vbz
allo-immunise:vbp|allo-immunised:vbd|allo-immunise:vb|allo-immunising:vbg|allo-immunised:vbn|allo-immunises:vbz
re-set:vbp|re-set:vbd|re-set:vb|re-setting:vbg|re-set:vbn|re-sets:vbz
co-isolate:vbp|co-isolated:vbd|co-isolate:vb|co-isolating:vbg|co-isolated:vbn|co-isolates:vbz
preaudit:vbp|preaudited:vbd|preaudit:vb|preauditing:vbg|preaudited:vbn|preaudits:vbz
structure:vbp|structured:vbd|structure:vb|structuring:vbg|structured:vbn|structures:vbz
repuncture:vbp|repunctured:vbd|repuncture:vb|repuncturing:vbg|repunctured:vbn|repunctures:vbz
senesce:vbp|senesced:vbd|senesce:vb|senescing:vbg|senesced:vbn|senesces:vbz
pseudorandomize:vbp|pseudorandomized:vbd|pseudorandomize:vb|pseudorandomizing:vbg|pseudorandomized:vbn|pseudorandomizes:vbz
waken:vbp|wakened:vbd|waken:vb|wakening:vbg|wakened:vbn|wakens:vbz
thionate:vbp|thionated:vbd|thionate:vb|thionating:vbg|thionated:vbn|thionates:vbz
unseat:vbp|unseated:vbd|unseat:vb|unseating:vbg|unseated:vbn|unseats:vbz
swaddle:vbp|swaddled:vbd|swaddle:vb|swaddling:vbg|swaddled:vbn|swaddles:vbz
unseal:vbp|unsealed:vbd|unseal:vb|unsealing:vbg|unsealed:vbn|unseals:vbz
desepidermize:vbp|desepidermized:vbd|desepidermize:vb|desepidermizing:vbg|desepidermized:vbn|desepidermizes:vbz
slake:vbp|slaked:vbd|slake:vb|slaking:vbg|slaked:vbn|slakes:vbz
strobilate:vbp|strobilated:vbd|strobilate:vb|strobilating:vbg|strobilated:vbn|strobilates:vbz
outdo:vbp|outdid:vbd|outdo:vb|outdoing:vbg|outdone:vbn|outdoes:vbz
translocalize:vbp|translocalized:vbd|translocalize:vb|translocalizing:vbg|translocalized:vbn|translocalizes:vbz
baby-sit:vbp|baby-sat:vbd|baby-sit:vb|baby-sitting:vbg|baby-sat:vbn|baby-sits:vbz
nano-manipulate:vbp|nano-manipulated:vbd|nano-manipulate:vb|nano-manipulating:vbg|nano-manipulated:vbn|nano-manipulates:vbz
patch:vbp|patched:vbd|patch:vb|patching:vbg|patched:vbn|patches:vbz
dry grind:vbp|dry grinded:vbd|dry grind:vb|dry grinding:vbg|dry grinded:vbn|dry grinds:vbz
tolerise:vbp|tolerised:vbd|tolerise:vb|tolerising:vbg|tolerised:vbn|tolerises:vbz
consummate:vbp|consummated:vbd|consummate:vb|consummating:vbg|consummated:vbn|consummates:vbz
remobilize:vbp|remobilized:vbd|remobilize:vb|remobilizing:vbg|remobilized:vbn|remobilizes:vbz
restudy:vbp|restudied:vbd|restudy:vb|restudying:vbg|restudied:vbn|restudies:vbz
comprise:vbp|comprised:vbd|comprise:vb|comprising:vbg|comprised:vbn|comprises:vbz
moderate:vbp|moderated:vbd|moderate:vb|moderating:vbg|moderated:vbn|moderates:vbz
expurgate:vbp|expurgated:vbd|expurgate:vb|expurgating:vbg|expurgated:vbn|expurgates:vbz
invent:vbp|invented:vbd|invent:vb|inventing:vbg|invented:vbn|invents:vbz
coinherit:vbp|coinherited:vbd|coinherit:vb|coinheriting:vbg|coinherited:vbn|coinherits:vbz
outsail:vbp|outsailed:vbd|outsail:vb|outsailing:vbg|outsailed:vbn|outsails:vbz
coferment:vbp|cofermented:vbd|coferment:vb|cofermenting:vbg|cofermented:vbn|coferments:vbz
flood:vbp|flooded:vbd|flood:vb|flooding:vbg|flooded:vbn|floods:vbz
disinsert:vbp|disinserted:vbd|disinsert:vb|disinserting:vbg|disinserted:vbn|disinserts:vbz
superresolve:vbp|superresolved:vbd|superresolve:vb|superresolving:vbg|superresolved:vbn|superresolves:vbz
inspissate:vbp|inspissated:vbd|inspissate:vb|inspissating:vbg|inspissated:vbn|inspissates:vbz
allotransplant:vbp|allotransplanted:vbd|allotransplant:vb|allotransplanting:vbg|allotransplanted:vbn|allotransplants:vbz
overstep:vbp|overstepped:vbd|overstep:vb|overstepping:vbg|overstepped:vbn|oversteps:vbz
mythologise:vbp|mythologised:vbd|mythologise:vb|mythologising:vbg|mythologised:vbn|mythologises:vbz
boost:vbp|boosted:vbd|boost:vb|boosting:vbg|boosted:vbn|boosts:vbz
microincinerate:vbp|microincinerated:vbd|microincinerate:vb|microincinerating:vbg|microincinerated:vbn|microincinerates:vbz
hæmagglutinate:vbp|hæmagglutinated:vbd|hæmagglutinate:vb|hæmagglutinating:vbg|hæmagglutinated:vbn|hæmagglutinates:vbz
benzoylate:vbp|benzoylated:vbd|benzoylate:vb|benzoylating:vbg|benzoylated:vbn|benzoylates:vbz
eliminate:vbp|eliminated:vbd|eliminate:vb|eliminating:vbg|eliminated:vbn|eliminates:vbz
believe:vbp|believed:vbd|believe:vb|believing:vbg|believed:vbn|believes:vbz
misposition:vbp|mispositioned:vbd|misposition:vb|mispositioning:vbg|mispositioned:vbn|mispositions:vbz
augment:vbp|augmented:vbd|augment:vb|augmenting:vbg|augmented:vbn|augments:vbz
cohouse:vbp|cohoused:vbd|cohouse:vb|cohousing:vbg|cohoused:vbn|cohouses:vbz
outnumber:vbp|outnumbered:vbd|outnumber:vb|outnumbering:vbg|outnumbered:vbn|outnumbers:vbz
delipidate:vbp|delipidated:vbd|delipidate:vb|delipidating:vbg|delipidated:vbn|delipidates:vbz
trapse:vbp|trapsed:vbd|trapse:vb|trapsing:vbg|trapsed:vbn|trapses:vbz
de-materialize:vbp|de-materialized:vbd|de-materialize:vb|de-materializing:vbg|de-materialized:vbn|de-materializes:vbz
fibrovascularise:vbp|fibrovascularised:vbd|fibrovascularise:vb|fibrovascularising:vbg|fibrovascularised:vbn|fibrovascularises:vbz
elute:vbp|eluted:vbd|elute:vb|eluting:vbg|eluted:vbn|elutes:vbz
mix:vbp|mixed:vbd|mix:vb|mixing:vbg|mixed:vbn|mixes:vbz
opinionate:vbp|opinionated:vbd|opinionate:vb|opinionating:vbg|opinionated:vbn|opinionates:vbz
dirty:vbp|dirtied:vbd|dirty:vb|dirtying:vbg|dirtied:vbn|dirties:vbz
redirect:vbp|redirected:vbd|redirect:vb|redirecting:vbg|redirected:vbn|redirects:vbz
self terminate:vbp|self terminated:vbd|self terminate:vb|self terminating:vbg|self terminated:vbn|self terminates:vbz
tele-operate:vbp|tele-operated:vbd|tele-operate:vb|tele-operating:vbg|tele-operated:vbn|tele-operates:vbz
rigorise:vbp|rigorised:vbd|rigorise:vb|rigorising:vbg|rigorised:vbn|rigorises:vbz
slang:vbp|slanged:vbd|slang:vb|slanging:vbg|slanged:vbn|slangs:vbz
excize:vbp|excized:vbd|excize:vb|excizing:vbg|excized:vbn|excizes:vbz
slant:vbp|slanted:vbd|slant:vb|slanting:vbg|slanted:vbn|slants:vbz
underrefer:vbp|underreferred:vbd|underrefer:vb|underreferring:vbg|underreferred:vbn|underrefers:vbz
re-prioritize:vbp|re-prioritized:vbd|re-prioritize:vb|re-prioritizing:vbg|re-prioritized:vbn|re-prioritizes:vbz
swamp:vbp|swamped:vbd|swamp:vb|swamping:vbg|swamped:vbn|swamps:vbz
photorearrange:vbp|photorearranged:vbd|photorearrange:vb|photorearranging:vbg|photorearranged:vbn|photorearranges:vbz
abscond:vbp|absconded:vbd|abscond:vb|absconding:vbg|absconded:vbn|absconds:vbz
gyrate:vbp|gyrated:vbd|gyrate:vb|gyrating:vbg|gyrated:vbn|gyrates:vbz
achromatize:vbp|achromatized:vbd|achromatize:vb|achromatizing:vbg|achromatized:vbn|achromatizes:vbz
recalibrate:vbp|recalibrated:vbd|recalibrate:vb|recalibrating:vbg|recalibrated:vbn|recalibrates:vbz
mismatch:vbp|mismatched:vbd|mismatch:vb|mismatching:vbg|mismatched:vbn|mismatches:vbz
glide:vbp|glided:vbd|glide:vb|gliding:vbg|glided:vbn|glides:vbz
microaggregate:vbp|microaggregated:vbd|microaggregate:vb|microaggregating:vbg|microaggregated:vbn|microaggregates:vbz
autorepress:vbp|autorepressed:vbd|autorepress:vb|autorepressing:vbg|autorepressed:vbn|autorepresses:vbz
open:vbp|opened:vbd|open:vb|opening:vbg|opened:vbn|opens:vbz
pretrypsinize:vbp|pretrypsinized:vbd|pretrypsinize:vb|pretrypsinizing:vbg|pretrypsinized:vbn|pretrypsinizes:vbz
heplock:vbp|heplocked:vbd|heplock:vb|heplocking:vbg|heplocked:vbn|heplocks:vbz
berry:vbp|berried:vbd|berry:vb|berrying:vbg|berried:vbn|berries:vbz
butylate:vbp|butylated:vbd|butylate:vb|butylating:vbg|butylated:vbn|butylates:vbz
chute:vbp|chuted:vbd|chute:vb|chuting:vbg|chuted:vbn|chutes:vbz
reintroduce:vbp|reintroduced:vbd|reintroduce:vb|reintroducing:vbg|reintroduced:vbn|reintroduces:vbz
invest:vbp|invested:vbd|invest:vb|investing:vbg|invested:vbn|invests:vbz
project:vbp|projected:vbd|project:vb|projecting:vbg|projected:vbn|projects:vbz
pre-instrument:vbp|pre-instrumented:vbd|pre-instrument:vb|pre-instrumenting:vbg|pre-instrumented:vbn|pre-instruments:vbz
hemodialyse:vbp|hemodialysed:vbd|hemodialyse:vb|hemodialysing:vbg|hemodialysed:vbn|hemodialyses:vbz
phloridzinise:vbp|phloridzinised:vbd|phloridzinise:vb|phloridzinising:vbg|phloridzinised:vbn|phloridzinises:vbz
laryngealize:vbp|laryngealized:vbd|laryngealize:vb|laryngealizing:vbg|laryngealized:vbn|laryngealizes:vbz
swage:vbp|swaged:vbd|swage:vb|swaging:vbg|swaged:vbn|swages:vbz
prereduce:vbp|prereduced:vbd|prereduce:vb|prereducing:vbg|prereduced:vbn|prereduces:vbz
achromatise:vbp|achromatised:vbd|achromatise:vb|achromatising:vbg|achromatised:vbn|achromatises:vbz
re-emerge:vbp|re-emerged:vbd|re-emerge:vb|re-emerging:vbg|re-emerged:vbn|re-emerges:vbz
de-center:vbp|de-centered:vbd|de-center:vb|de-centering:vbg|de-centered:vbn|de-centers:vbz
